slot,property,sample_type,value
host_tot_mass,description,other-undescribed,Total mass of the host at collection the unit depends on host
host_tot_mass,description,terraform,Total mass of the host at collection. (Unit: kg or g)
host_tot_mass,type,field-deployed-terraform,string
host_tot_mass,type,other-undescribed,string
host_tot_mass,type,terraform,string
host_wet_mass,title,field-deployed-terraform,host wet mass
host_wet_mass,title,other-undescribed,host wet mass
host_wet_mass,title,terraform,host wet mass
host_wet_mass,description,field-deployed-terraform,Measurement of wet mass. (Unit: kg or g)
host_wet_mass,description,other-undescribed,Measurement of wet mass
host_wet_mass,description,terraform,Measurement of wet mass. (Unit: kg or g)
host_wet_mass,type,field-deployed-terraform,string
host_wet_mass,type,other-undescribed,string
host_wet_mass,type,terraform,string
humidity,title,other-undescribed,humidity
humidity,title,aerosol,humidity
humidity,title,aerosol-arm,humidity
humidity,description,other-undescribed,Amount of humidity measured in the air the day of sampling. Provided by iMet
humidity,description,aerosol,Amount of humidity measured in the air the day of sampling. Provide value and unit any unit is valid
humidity,description,aerosol-arm,Amount of humidity measured in the air the day of sampling. Provided by iMet. Provide value and unit any unit is valid
humidity,type,other-undescribed,string
humidity,type,aerosol,string
humidity,type,aerosol-arm,string
humidity_regm,title,field-deployed-terraform,humidity regimen
humidity_regm,title,other-undescribed,humidity regimen
humidity_regm,title,soil,humidity regimen
humidity_regm,title,aerosol,humidity regimen
humidity_regm,title,aerosol-arm,humidity regimen
humidity_regm,title,pure-culture,humidity regimen
humidity_regm,title,culture-environmental,humidity regimen
humidity_regm,title,mixed-culture,humidity regimen
humidity_regm,title,sediment,humidity regimen
humidity_regm,title,terraform,humidity regimen
humidity_regm,title,plant,humidity regimen
humidity_regm,description,field-deployed-terraform,Information about treatment involving an exposure to varying degree of humidity; information about treatment involving use of growth hormones; should include amount of humidity administered treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple regimens
humidity_regm,description,other-undescribed,Information about treatment involving an exposure to varying degree of humidity; information about treatment involving use of growth hormones; should include amount of humidity administered treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple regimens
humidity_regm,description,soil,Information about treatment involving an exposure to varying degree of humidity; information about treatment involving use of growth hormones; should include amount of humidity administered treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple regimens
humidity_regm,description,aerosol,Information about treatment involving an exposure to varying degree of humidity; information about treatment involving use of growth hormones; should include amount of humidity administered treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple regimens
humidity_regm,description,aerosol-arm,Information about treatment involving an exposure to varying degree of humidity; information about treatment involving use of growth hormones; should include amount of humidity administered treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple regimens
humidity_regm,description,pure-culture,Information about treatment involving an exposure to varying degree of humidity; information about treatment involving use of growth hormones; should include amount of humidity administered treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple regimens
humidity_regm,description,culture-environmental,Information about treatment involving an exposure to varying degree of humidity; information about treatment involving use of growth hormones; should include amount of humidity administered treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple regimens
humidity_regm,description,mixed-culture,Information about treatment involving an exposure to varying degree of humidity; information about treatment involving use of growth hormones; should include amount of humidity administered treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple regimens
humidity_regm,description,sediment,Information about treatment involving an exposure to varying degree of humidity; information about treatment involving use of growth hormones; should include amount of humidity administered treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple regimens
