slot,property,value,sample_type_count,sample_types,primary_or_modification
light_regm,description,Information about treatment(s) involving exposure to light including both light intensity and quality.,9,"field-deployed-terraform, other-undescribed, soil, pure-culture, culture-environmental, mixed-culture, sediment, terraform, plant",primary
light_regm,title,light regimen,9,"field-deployed-terraform, other-undescribed, soil, pure-culture, culture-environmental, mixed-culture, sediment, terraform, plant",primary
light_regm,type,string,9,"field-deployed-terraform, other-undescribed, soil, pure-culture, culture-environmental, mixed-culture, sediment, terraform, plant",primary
LIMS_ID,description,An EMSL internal LIMS identifier for your sample. This will be provided by the MPOC and should not be edited.,1,monet-soil,primary
LIMS_ID,pattern,^INGEST_SAMPLE_\d{9}$,1,monet-soil,primary
LIMS_ID,title,LIMS ID,1,monet-soil,primary
LIMS_ID,type,string,1,monet-soil,primary
link_addit_analys,description,Link to additional analysis results performed on the sample,2,"other-undescribed, soil",primary
link_addit_analys,title,additional analysis link,1,soil,modification
link_addit_analys,title,link to additional analysis,1,other-undescribed,primary
link_addit_analys,type,string,2,"other-undescribed, soil",primary
link_class_info,description,Link to digitized soil maps or other soil classification information,2,"other-undescribed, soil",primary
link_class_info,title,link to classification information,1,other-undescribed,primary
link_class_info,title,soil classification information,1,soil,modification
link_class_info,type,string,2,"other-undescribed, soil",primary
link_climate_info,description,Link to climate resource,3,"other-undescribed, soil, monet-soil",primary
link_climate_info,title,climate information link,1,soil,modification
link_climate_info,title,link to climate information,2,"other-undescribed, monet-soil",primary
link_climate_info,type,string,3,"other-undescribed, soil, monet-soil",primary
local_class,description,Soil classification based on local soil classification system,1,soil,primary
local_class,title,local soil classification,1,soil,primary
local_class,type,string,1,soil,primary
local_class_meth,description,Reference or method used in determining the local soil classification,1,soil,primary
local_class_meth,title,local soil classification method,1,soil,primary
local_class_meth,type,string,1,soil,primary
magnesium,description,Concentration of magnesium in the sample,1,other-undescribed,modification
magnesium,description,Concentration of magnesium in the sample (Unit: umol/kg or mol/L or mg/L or ppm),2,"water, sediment",primary
magnesium,pattern,^\d+(\.\d+)?\s*(umol/kg|mol/L|mg/L|ppm)$,2,"water, sediment",primary
magnesium,title,magnesium,2,"other-undescribed, water",primary
magnesium,title,magnesium concentration,1,sediment,modification
magnesium,type,string,3,"other-undescribed, water, sediment",primary
mean_frict_vel,description,Measurement of mean friction velocity,1,other-undescribed,modification
mean_frict_vel,description,Measurement of mean friction velocity (Unit: m/s),2,"water, sediment",primary
mean_frict_vel,pattern,^\d+(\.\d+)?\s*m/s$,2,"water, sediment",primary
mean_frict_vel,title,mean friction velocity,2,"water, sediment",primary
mean_frict_vel,title,mean frictional velocity,1,other-undescribed,modification
mean_frict_vel,type,string,3,"other-undescribed, water, sediment",primary
mean_peak_frict_vel,description,Measurement of mean peak friction velocity,1,other-undescribed,primary
mean_peak_frict_vel,description,Measurement of mean peak friction velocity (Unit: m/s),2,"water, sediment",modification
mean_peak_frict_vel,pattern,^\d+(\.\d+)?\s*m/s$,2,"water, sediment",primary
mean_peak_frict_vel,title,mean peak friction velocity,2,"water, sediment",primary
mean_peak_frict_vel,title,mean peak frictional velocity,1,other-undescribed,modification
mean_peak_frict_vel,type,string,3,"other-undescribed, water, sediment",primary
mean_total_cpc_concentration,description,Mean concentration obtained from Condensation Particle Counter (Unit: μm),1,aerosol-arm,primary
mean_total_cpc_concentration,title,mean total C.P.C. concentration,1,aerosol-arm,primary
mean_total_cpc_concentration,type,number,1,aerosol-arm,primary
mean_total_pops_concentration,description,Mean concentration obtained from Portable Optical Particle Spectrometer (Unit: μm),1,aerosol-arm,primary
mean_total_pops_concentration,title,mean total P.O.P. concentration,1,aerosol-arm,primary
mean_total_pops_concentration,type,number,1,aerosol-arm,primary
mechanical_damage,description,Information about any mechanical damage exerted on the plant; can include multiple damages and sites,2,"other-undescribed, plant",primary
mechanical_damage,title,mechanical damage,2,"other-undescribed, plant",primary
mechanical_damage,type,string,2,"other-undescribed, plant",primary
methane,description,Methane (gas) amount or concentration at the time of sampling,1,other-undescribed,modification
methane,description,Methane (gas) amount or concentration at the time of sampling. (Unit: umol/L or ppb or ppm),3,"aerosol, aerosol-arm, sediment",primary
methane,pattern,^\d+(\.\d+)?\s*(umol/L|ppm|ppb)$,3,"aerosol, aerosol-arm, sediment",primary
methane,title,methane,3,"other-undescribed, aerosol, aerosol-arm",primary
methane,title,methane concentration,1,sediment,modification
methane,type,string,4,"other-undescribed, aerosol, aerosol-arm, sediment",primary
method_development,description,If your samples are TEST sample ONLY please provide information on what you're hoping this test will resolve.,13,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, plant",primary
method_development,title,method development,13,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, plant",primary
method_development,type,string,13,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, pure-culture, culture-environmental, commercially-purchased, mixed-culture, sediment, terraform, plant",primary
micro_biomass_C_meth,description,Reference or method used in determining microbial biomass,1,other-undescribed,primary
micro_biomass_C_meth,title,microbial biomass carbon method,1,other-undescribed,primary
micro_biomass_C_meth,type,string,1,other-undescribed,primary
micro_biomass_c_meth,description,Reference or method used in determining microbial biomass,2,"soil, sediment",primary
micro_biomass_c_meth,title,microbial biomass carbon method,2,"soil, sediment",primary
micro_biomass_c_meth,type,string,2,"soil, sediment",primary
micro_biomass_N_meth,description,Reference or method used in determining microbial biomass nitrogen,1,other-undescribed,primary
micro_biomass_N_meth,title,microbial biomass nitrogen method,1,other-undescribed,primary
micro_biomass_N_meth,type,string,1,other-undescribed,primary
micro_biomass_n_meth,description,Reference or method used in determining microbial biomass nitrogen,2,"soil, sediment",primary
micro_biomass_n_meth,title,microbial biomass nitrogen method,2,"soil, sediment",primary
micro_biomass_n_meth,type,string,2,"soil, sediment",primary
microbial_biomass,description,The part of the organic matter in the soil that constitutes living microorganisms smaller than 5-10 micrometer. If you keep this you would need to have correction factors used for conversion to the final units,1,other-undescribed,primary
microbial_biomass,description,The part of the organic matter in the soil that constitutes living microorganisms smaller than 5-10 micrometer. If you keep this you would need to have correction factors used for conversion to the final units. (Unit: g/kg sediment or ug/g sediment),1,sediment,modification
microbial_biomass,description,The part of the organic matter in the soil that constitutes living microorganisms smaller than 5-10 micrometer. If you keep this you would need to have correction factors used for conversion to the final units. (Unit: g/kg soil or ug/g dry soil),1,soil,modification
microbial_biomass,pattern,^\d+(\.\d+)?\s*(g/kg sediment|ug/g sediment)$,1,sediment,modification
microbial_biomass,pattern,^\d+(\.\d+)?\s*(g/kg soil|ug/g dry soil)$,1,soil,modification
microbial_biomass,title,microbial biomass,3,"other-undescribed, soil, sediment",primary
microbial_biomass,type,string,3,"other-undescribed, soil, sediment",primary
microbial_biomass_C,description,The part of the organic matter in the soil that constitutes living microorganisms smaller than 5-10 micrometer. If you keep this you would need to have correction factors used for conversion to the final units,1,other-undescribed,primary
microbial_biomass_C,title,microbial biomass carbon,1,other-undescribed,primary
microbial_biomass_C,type,string,1,other-undescribed,primary
microbial_biomass_c,description,The part of the organic matter in the soil that constitutes living microorganisms smaller than 5-10 micrometer. If you keep this you would need to have correction factors used for conversion to the final units. Provide value and unit any unit is valid,2,"soil, sediment",primary
microbial_biomass_c,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,2,"soil, sediment",primary
microbial_biomass_c,title,microbial biomass carbon,2,"soil, sediment",primary
microbial_biomass_c,type,string,2,"soil, sediment",primary
microbial_biomass_meth,description,Reference or method used in determining microbial biomass,3,"other-undescribed, soil, sediment",primary
microbial_biomass_meth,title,microbial biomass method,3,"other-undescribed, soil, sediment",primary
